Region,Province,TypeOfWork,FundingYear,ApprovedBudgetForContract,ContractCost,ActualCompletionDate,StartDate,Contractor,ContractId,ProjectId,,,,,,,,,,,,,
Region IV-A,Cavite,Construction of Revetment,2022,49000000,49000000,7/12/2022,2/24/2022,R2A CONSTRUCTION & TRADING CORPORATION,22DF0026,P00620565LZ,,,,,,,,,,,,,
Region IV-A,Cavite,Construction of Revetment,2022,49000000,49000000,11/21/2022,2/24/2022,AD PINEDA CONSTRUCTION / N.B. AVILA CONSTRUCTION,22DF0041,P00620567LZ,,,,,,,,,,,,,
Region IV-A,Cavite,Construction of Revetment,2022,49000000,47629922.43,1/5/2023,2/24/2022,BAQPRINCE CONSTRUCTION AND TRADING CORP.,22DF0053,P00620568LZ,,,,,,,,,,,,,
Region IV-A,Cavite,Construction of Drainage Structure,2022,4950000,4950000,7/14/2022,3/31/2022,FE S. REYES GENERAL CONTRACTOR CORP.,22DF0151,P00637794LZ,,,,,,,,,,,,,
Region IV-A,Cavite,Construction of Drainage Structure,2022,4950000,4950000,7/14/2022,3/31/2022,FE S. REYES GENERAL CONTRACTOR CORP.,22DF0148,P00637795LZ,,,,,,,,,,,,,
Region IV-A,Cavite,Construction of Drainage Structure,2022,4950000,4950000,7/14/2022,3/31/2022,R.C. SIMON CONSTRUCTION,22DF0150,P00637796LZ,,,,,,,,,,,,,
Region IV-A,Cavite,Construction of Drainage Structure,2022,4950000,4950000,7/14/2022,3/31/2022,R.C. SIMON CONSTRUCTION,22DF0152,P00637797LZ,,,,,,,,,,,,,
Region IV-A,Cavite,Construction of Revetment,2023,49000000,48484888.32,6/2/2023,3/6/2023,R2A CONSTRUCTION & TRADING CORPORATION / J.V. SARIGNAYA CONSTRUCTION CORPORATION,23DF0013,P00726213LZ,,,,,,,,,,,,,
Region IV-A,Cavite,Construction of Revetment,2023,49000000,49000000,11/30/2023,3/6/2023,N.B. AVILA CONSTRUCTION,23DF0015,P00726215LZ,,,,,,,,,,,,,
Region IV-A,Cavite,Rehabilitation / Major Repair of Drainage Structure,2023,7177500,7101451.84,7/14/2023,4/6/2023,J.S. GENERAL CONTRACTOR,23DF0094,P00742420LZ,,,,,,,,,,,,,
Region IV-A,Cavite,Construction of Flood Mitigation Structure,2023,49500000,49478805.76,12/31/2023,4/11/2023,"TRIPLE 8 CONSTRUCTION & SUPPLY, INC. (FORMERLY TRIPLE 8 CONST. & SUPPLY)",23DF0087,P00742181LZ,,,,,,,,,,,,,
Region IV-A,Cavite,Construction of Flood Mitigation Structure,2023,49000000,48999203.03,3/17/2024,8/6/2023,DEVEX INCORPORATED / N.B. AVILA CONSTRUCTION,23DF0162,P00727161LZ,,,,,,,,,,,,,
Region IV-A,Cavite,Construction of Flood Mitigation Structure,2023,49000000,48999623.34,3/17/2024,8/6/2023,DEVEX INCORPORATED / N.B. AVILA CONSTRUCTION,23DF0163,P00727162LZ,,,,,,,,,,,,,
Region IV-A,Cavite,Construction of Flood Mitigation Structure,2023,49000000,48999307.5,3/18/2024,8/7/2023,DEVEX INCORPORATED / N.B. AVILA CONSTRUCTION,23DF0161,P00727160LZ,,,,,,,,,,,,,
Region IV-A,Cavite,Construction of Flood Mitigation Structure,2023,49000000,48999261.63,3/18/2024,8/7/2023,DEVEX INCORPORATED / N.B. AVILA CONSTRUCTION,23DF0160,P00727163LZ,,,,,,,,,,,,,
Region IV-A,Cavite,Construction of Revetment,2023,49000000,48465438.33,3/19/2024,9/7/2023,N.B. AVILA CONSTRUCTION,23DF0017,P00727158LZ,,,,,,,,,,,,,
Region IV-A,Cavite,Construction of Flood Mitigation Structure,2022,34299948.53,33105536.48,8/3/2023,2/14/2022,MORTAR MASTERS & CONCRETE BUILDERS,22DG0047,P00631290LZ,,,,,,,,,,,,,
Region IV-A,Cavite,Construction of Flood Mitigation Structure,2022,19599872.23,18997097.04,10/5/2023,2/14/2022,MORTAR MASTERS & CONCRETE BUILDERS,22DG0049,P00631292LZ,,,,,,,,,,,,,
Region IV-A,Cavite,Construction of Flood Mitigation Structure,2022,32835021.45,32073418.52,8/1/2022,3/14/2022,HAUSLAND CONSTRUCTION,22DG0032,P00620573LZ,,,,,,,,,,,,,
Region IV-A,Cavite,Construction of Flood Mitigation Structure,2022,34299950.11,30582429.65,11/29/2023,3/14/2022,MORTAR MASTERS & CONCRETE BUILDERS,22DG0048,P00631291LZ,,,,,,,,,,,,,
Region IV-A,Rizal,Construction of Flood Mitigation Structure,2022,49000000,49000000,7/15/2022,2/15/2022,DOUBLE 12 CONSTRUCTION & SUPPLY,22DO0011,P00620650LZ,,,,,,,,,,,,,
Region IV-A,Rizal,Construction of Flood Mitigation Structure,2023,67550000,67550000,8/15/2023,2/10/2023,ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT CORP.,23DO0031,P00725834LZ,,,,,,,,,,,,,
Region IV-A,Rizal,Construction of Slope Protection Structure,2023,4950000,4950000,8/12/2023,5/11/2023,GKB BUILDERS,23DO0046,P00742448LZ,,,,,,,,,,,,,
Region IV-A,Rizal,Construction of Flood Mitigation Structure,2024,14850000,14850000,8/10/2024,2/7/2024,GKB BUILDERS,24DO0007,P00839653LZ,,,,,,,,,,,,,
Region IV-A,Rizal,Construction of Flood Mitigation Structure,2024,4950000,4950000,10/14/2024,3/14/2024,BSKP CONSTRUCTION,24DO0071,P00846092LZ,,,,,,,,,,,,,
Region IV-A,Rizal,Construction of Flood Mitigation Structure,2021,39200000,37231649.95,11/18/2022,3/24/2022,A.J. LAVA BUILDERS CORP. (FORMERLY: A.J. LAVA BUIL,21DN0124,P00526132LZ,,,,,,,,,,,,,
Region IV-A,Rizal,Construction of Flood Mitigation Structure,2021,19600000,19599997.48,8/20/2022,3/24/2022,G. ANORE CONSTRUCTION,21DN0097,P00526133LZ,,,,,,,,,,,,,
Region IV-A,Rizal,Construction of Flood Mitigation Structure,2021,19600000,19599999.07,9/19/2022,3/24/2022,DOUBLE 12 CONSTRUCTION & SUPPLY,21DN0095,P00526134LZ,,,,,,,,,,,,,
Region IV-A,Rizal,Construction of Flood Mitigation Structure,2021,15680000,15679904.51,11/18/2022,3/24/2022,GLJ CONSTRUCTION,21DN0109,P00526135LZ,,,,,,,,,,,,,
Region IV-A,Rizal,Construction of Drainage Structure,2021,44550000,44510754.03,2/15/2023,3/24/2022,AARCON BUILDERS,21DN0125,P00561394LZ,,,,,,,,,,,,,
Region IV-A,Rizal,Construction of Drainage Structure,2021,24750000,24735004.03,10/13/2022,3/24/2022,J.H.R. ENTERPRISES,21DN0080,P00561395LZ,,,,,,,,,,,,,
Region IV-A,Rizal,Construction of Drainage Structure,2021,19800000,19799998.38,8/20/2022,3/24/2022,J.H.R. ENTERPRISES,21DN0111,P00561396LZ,,,,,,,,,,,,,
Region IV-A,Rizal,Construction of Flood Mitigation Structure,2021,43425000,40819918.28,10/2/2022,4/6/2022,C.F. TRINIDAD CONSTRUCTION AND SUPPLIES CORP. (FOR,21DN0096,P00525647LZ,,,,,,,,,,,,,
Region IV-A,Rizal,Construction of Flood Mitigation Structure,2021,46320000,42573262.64,10/2/2022,4/6/2022,EL-JAKE BUILDERS / C.F. TRINIDAD CONSTRUCTION AND SUPPLIES CORP. (FOR,21DN0110,P00525648LZ,,,,,,,,,,,,,
Region IV-A,Rizal,Construction of Flood Mitigation Structure,2021,45355000,45311851.54,12/11/2022,4/11/2022,G. ANORE CONSTRUCTION / DOUBLE 12 CONSTRUCTION & SUPPLY,21D00077,P00525649LZ,,,,,,,,,,,,,
Region IV-A,Batangas,Construction of Flood Mitigation Structure,2022,99000000,78404898.22,1/24/2023,3/31/2022,TCSC CORP.,22DE0091,P00640459LZ,,,,,,,,,,,,,
Region IV-A,Batangas,Construction of Flood Mitigation Structure,2023,50509065,50509065,10/31/2023,2/10/2023,"GREENFIELD CONSTRUCTION / THREE W BUILDERS, INC.",23DE0055,P00725779LZ,,,,,,,,,,,,,
Region IV-A,Batangas,Construction of Flood Mitigation Structure,2023,67550000,67550000,10/14/2023,2/14/2023,"VICMAR CONSTRUCTION, INC.",23DE0058,P00725778LZ,,,,,,,,,,,,,
Region IV-A,Batangas,Construction of Flood Mitigation Structure,2023,22540000,22195000,12/13/2023,4/3/2023,"VICMAR CONSTRUCTION, INC.",23DE0040,P00740397LZ,,,,,,,,,,,,,
Region IV-A,Batangas,Construction of Drainage Structure,2023,3920000,3860000,6/25/2023,4/3/2023,SUPPLICON BUILDERS,23DE0067,P00740398LZ,,,,,,,,,,,,,
Region IV-A,Batangas,Construction of Flood Mitigation Structure,2023,22540000,22195000,8/18/2023,4/3/2023,OIC CONZTRUCT AND SUPPLY CORPORATION(FORMERLY:OIC CONST.),23DE0020,P00740399LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2018,96500000,92738982.46,2/27/2023,4/20/2018,FFJJ CONSTRUCTION,18EB0114,P00223238LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2018,54570750,52442670.04,1/2/2023,4/20/2018,FFJJ CONSTRUCTION,18EB0112,P00223240LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2018,49000000,47088811.23,11/27/2022,4/20/2018,FFJJ CONSTRUCTION,18EB0117,P00223373LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2018,25646600,24646157.14,3/27/2023,4/20/2018,FFJJ CONSTRUCTION,18EB0118,P00223374LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2020,49000000,48999488.98,11/27/2022,2/24/2020,HGG BUILDERS & SUPPLY,20EB0049,P00421954LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2020,34692000,34690916.94,1/2/2023,2/24/2020,HGG BUILDERS & SUPPLY,20EB0054,P00421959LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2021,44100000,40925466.93,8/22/2022,3/22/2021,DELPAR CONSTRUCTION & SUPPLIES,21EB0057,P00526447LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2021,19800000,18802621.46,10/20/2022,3/22/2021,JRMX CONSTRUCTION & GENERAL MERCHANDISE,21EB0086,P00561805LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2021,29700000,29255752.25,11/30/2022,3/25/2021,JRMX CONSTRUCTION & GENERAL MERCHANDISE,21EB0087,P00561807LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2021,19600000,19042647.14,5/29/2023,9/23/2021,"NEW MINDORENOS LUMBER, HARDWARE AND GEN MERCHANDISE",21EB0120,P00561574LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2021,2970000,2450991.9,10/24/2022,4/8/2022,"ORIENT STAR CONSTRUCTION, INC. (FORMERLY: ORIENT S",21EB0139,P00561806LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2022,29700000,22559787.41,10/10/2022,2/22/2022,E.R. DELA CRUZ CONSTRUCTION & SUPPLY,22EB0053,P00632930LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2022,44100000,30638155.99,10/12/2022,4/8/2022,KEJAMARENIK CONSTRUCTION & CONSTRUCTION SUPPLIES,22EB0032,P00621105LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2022,9900000,6085928.06,7/25/2022,4/11/2022,DAYBREAK ENTERPRISES - ENGINEERING & CONSTRUCTION,22EB0086,P00637084LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Revetment,2023,96499999.27,96497025.69,11/10/2023,2/11/2023,GREAT PACIFIC BUILDERS AND GEN. CONTRACTOR INC.,2.30E+17,P00725866LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Revetment,2023,96499999.33,96496887.97,12/10/2023,2/11/2023,ST. MATTHEW GEN. CONTRACTOR & DEVELOPMENT CORP.,2.30E+18,P00725867LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Revetment,2023,241249999.3,241246327.9,4/6/2024,4/13/2023,ST. MATTHEW GEN. CONTRACTOR & DEVELOPMENT CORP.,2.30E+150,P00740422LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Revetment,2023,241249999.1,241246839.2,2/10/2024,4/13/2023,GREAT PACIFIC BUILDERS AND GEN. CONTRACTOR INC.,2.30E+151,P00740423LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Revetment,2023,241249999.5,241247329.3,2/10/2024,4/13/2023,YPR GEN. CONTRACTOR AND CONSTRUCTION SUPPLY INC.,2.30E+152,P00740424LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2022,130274599.7,130274621.5,8/31/2022,2/23/2022,ST. GERRARD CONSTRUCTION GEN. CONTRACTOR & DEVELOPMENT CORP. (FORMERLY:ST. GERRARD CONSTRUCTION),220000000,P00630955LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2022,49000000,39978536.26,3/28/2023,5/30/2022,KGB ENGINEERING AND CONSTRUCTION / N. SALES CONSTRUCTION,22EB0030,P00621103LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2023,49215000,49213204.69,7/15/2023,2/10/2023,JELSIE CONSTRUCTION & SUPPLY,23EB0038,P00726596LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2023,49215000,49212877.23,10/22/2023,2/10/2023,GREAT PACIFIC BUILDERS AND GEN. CONTRACTOR INC. / MICKU ROBIN CONSTRUCTION,23EB0039,P00726597LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2023,45080000,45079468.4,6/15/2023,2/10/2023,R N V CONSTRUCTION,23EB0027,P00726765LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2023,45080000,44848347.79,7/15/2023,2/10/2023,F.A. TORRES CONSTRUCTION,23EB0026,P00726766LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2023,96500000,96497636.2,10/15/2023,3/11/2023,JELSIE CONSTRUCTION & SUPPLY,2.30E+34,P00736059LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2023,96500000,96495414.86,10/15/2023,3/11/2023,JELSIE CONSTRUCTION & SUPPLY,2.30E+35,P00736060LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2023,192999992,192981036.1,12/10/2023,4/13/2023,"MARCBILT CONSTRUCTION, INC. / SAN MARCELINO BUILDERS, INC.",2.30E+153,P00740425LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2023,96500000,96424967.48,1/7/2024,5/12/2023,EIGHT J'S CONSTRUCTION SERVICES,23EB0037,P00726599LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2023,96500000,96496274.13,1/21/2024,5/26/2023,JELSIE CONSTRUCTION & SUPPLY,23EB0036,P00726600LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2024,191070000,191067795.2,8/15/2024,3/2/2024,"MARCBILT CONSTRUCTION, INC.",2.4E+15,P00820397LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2022,44100000,29761702.43,11/7/2022,2/24/2022,SIXTEEN ENTERPRISES-CALAPAN BRANCH,22EB0038,P00621111LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2024,4950000,4948368.84,4/22/2024,2/8/2024,STX ENTERPRISES,24EB0045,P00839655LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2024,9900000,9848740.48,4/15/2024,2/8/2024,STX ENTERPRISES,24EB0046,P00839656LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2024,96500000,94693310.64,9/15/2024,2/14/2024,ST. GERRARD CONSTRUCTION GEN. CONTRACTOR & DEVELOPMENT CORP. (FORMERLY:ST. GERRARD CONSTRUCTION),24EB0032,P00820406LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2024,24500000,24404898.79,6/21/2024,2/14/2024,KGB ENGINEERING AND CONSTRUCTION,24EB0070,P00824741LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2024,4900000,4870149.83,5/21/2024,3/6/2024,KGB ENGINEERING AND CONSTRUCTION,24EB0076,P00824747LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2024,11522840,11521786.89,9/2/2024,4/8/2024,"NEW MINDORENOS LUMBER, HARDWARE AND GEN MERCHANDISE",24EB0071,P00824742LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2022,44550000,27102768.74,10/16/2023,2/24/2022,SIXTEEN ENTERPRISES-CALAPAN BRANCH,22EB0052,P00632929LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2022,9900000,7133814.55,8/15/2022,4/11/2022,JUAN ANTONIO CONSTRUCTION,22EB0087,P00637085LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2024,39200000,38959921.61,8/21/2024,2/14/2024,F.A. TORRES CONSTRUCTION,24EB0062,P00824733LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2024,39200000,38026008.01,9/21/2024,2/14/2024,SIXTEEN ENTERPRISES-CALAPAN BRANCH,24EB0064,P00824735LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2024,241250000,241234859.2,11/25/2024,3/2/2024,GOLDEN J'S CONSTRUCTION SERVICES,2.40E+16,P00821357LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2024,241249999.9,241246624.5,11/15/2024,3/2/2024,GOLDEN J'S CONSTRUCTION SERVICES,2.40E+18,P00821359LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2024,19600000,19511207.94,8/26/2024,3/22/2024,SIXTEEN ENTERPRISES-CALAPAN BRANCH,24EB0099,P00824737LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2022,24750000,15725595.48,10/12/2022,2/24/2022,R.S. TAGALA CONSTRUCTION AND EQUIPMENT RENTALS,22EB0054,P00632931LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Drainage Structure,2022,39200000,33972197.78,11/22/2022,3/7/2022,F.A. TORRES CONSTRUCTION,22EB0027,P00620652LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2022,44100000,32557644.6,7/15/2023,5/30/2022,ST. TIMOTHY CONSTRUCTION CORPORATION,22EB0031,P00621104LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2022,49000000,30933863.5,1/9/2023,5/31/2022,SIXTEEN ENTERPRISES-CALAPAN BRANCH,22EB0028,P00620653LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2022,226774789.4,48249953.59,7/3/2023,7/6/2022,ANORE CONSTRUCTION,2.20E+72,P00620654LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2022,Clustered with Contract ID 22E00071,48249983.48,7/3/2023,7/6/2022,ANORE CONSTRUCTION,2.20E+72,P00621106LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2022,Clustered with Contract ID 22E00071,43424883.41,7/3/2023,7/6/2022,ANORE CONSTRUCTION,2.20E+72,P00621107LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2022,Clustered with Contract ID 22E00071,43424892.57,7/3/2023,7/6/2022,ANORE CONSTRUCTION,2.20E+72,P00621108LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2022,Clustered with Contract ID 22E00071,43424984.72,7/3/2023,7/6/2022,ANORE CONSTRUCTION,2.20E+72,P00621109LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2023,45080000,45079616.63,9/17/2023,2/10/2023,KEJAMARENIK CONSTRUCTION & CONSTRUCTION SUPPLIES,23EB0024,P00726260LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2023,45080000,45079105.81,9/12/2023,2/10/2023,F.A. TORRES CONSTRUCTION,23EB0022,P00726261LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2023,45080000,45078037.4,8/22/2023,2/10/2023,YPR GEN. CONTRACTOR AND CONSTRUCTION SUPPLY INC.,23EB0021,P00726262LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2023,45080000,45078142.89,10/10/2023,2/10/2023,STX ENTERPRISES,23EB0033,P00726758LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2023,45080000,45073624.75,9/2/2023,2/10/2023,STX ENTERPRISES,23EB0035,P00726767LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Dike,2023,217124999.5,217123478.2,12/15/2023,2/11/2023,"SUNWEST, INC. (FORMERLY: SUNWEST CONSTRUCTION & DEVELOPMENT CORPORATION)",2.30E+26,P00736038LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Dike,2023,207474999.8,207472980.3,12/15/2023,2/11/2023,"SUNWEST, INC. (FORMERLY: SUNWEST CONSTRUCTION & DEVELOPMENT CORPORATION)",2.30E+29,P00736041LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2023,217124991.8,217123574.4,12/15/2023,2/11/2023,"SUNWEST, INC. (FORMERLY: SUNWEST CONSTRUCTION & DEVELOPMENT CORPORATION)",2.30E+31,P00736043LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Revetment,2023,217124999.6,217122319.5,2/5/2024,2/11/2023,ANORE CONSTRUCTION,2.30E+32,P00736044LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Revetment,2023,217125000,217120406.7,3/25/2024,2/11/2023,"SUNWEST, INC. (FORMERLY: SUNWEST CONSTRUCTION & DEVELOPMENT CORPORATION)",2.30E+33,P00736045LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2023,45080000,43768024.75,11/20/2023,3/8/2023,F.A. TORRES CONSTRUCTION,23EB0032,P00727376LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2023,45080000,45079792.51,11/15/2023,3/20/2023,SIXTEEN ENTERPRISES-CALAPAN BRANCH,23EB0034,P00727375LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Dike,2023,217124999.5,217122476.3,12/15/2023,4/13/2023,"SUNWEST, INC. (FORMERLY: SUNWEST CONSTRUCTION & DEVELOPMENT CORPORATION)",2.30E+27,P00736039LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Revetment,2023,212299999.9,212298471.2,12/15/2023,4/13/2023,"SUNWEST, INC. (FORMERLY: SUNWEST CONSTRUCTION & DEVELOPMENT CORPORATION)",2.30E+30,P00736042LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2023,45080000,45073999.67,12/12/2023,4/14/2023,GREAT PACIFIC BUILDERS AND GEN. CONTRACTOR INC.,23EB0023,P00726263LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2023,99000000,98999995.37,5/4/2024,5/29/2023,JELSIE CONSTRUCTION & SUPPLY,23EB0087,P00742459LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2024,19600000,19594346.03,5/15/2024,2/14/2024,KEJAMARENIK CONSTRUCTION & CONSTRUCTION SUPPLIES,24EB0074,P00824745LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2024,193000000,192997550.6,9/5/2024,3/2/2024,GOLDEN J'S CONSTRUCTION SERVICES,2.4E+11,P00825124LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2024,24500000,24499178.88,9/7/2024,3/6/2024,J.H.R. ENTERPRISES,24EB0075,P00824746LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2024,39200000,39198579.92,11/11/2024,3/7/2024,F.A. TORRES CONSTRUCTION,24EB0063,P00824734LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2024,39200000,39197204.13,8/15/2024,3/7/2024,F.A. TORRES CONSTRUCTION,24EB0098,P00824736LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2024,289500000,289496842.1,7/22/2024,3/9/2024,GREAT PACIFIC BUILDERS AND GEN. CONTRACTOR INC.,2.40E+148,P00825118LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2022,7920000,7794888.79,4/20/2023,3/11/2022,R.S. TAGALA CONSTRUCTION AND EQUIPMENT RENTALS,22EB0055,P00632932LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2023,45080000,44927793.73,5/22/2023,2/10/2023,F.A. TORRES CONSTRUCTION / MIGHTY DRAGON BUILDERS INC.,23EB0028,P00726764LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Revetment,2023,96499999.21,96496890.26,11/10/2023,2/11/2023,GREAT PACIFIC BUILDERS AND GEN. CONTRACTOR INC.,2.30E+16,P00725865LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2023,45080000,45079355.23,7/17/2023,3/10/2023,F.A. TORRES CONSTRUCTION / MIGHTY DRAGON BUILDERS INC.,23EB0030,P00727377LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2023,45080000,45079770.46,7/17/2023,3/10/2023,F.A. TORRES CONSTRUCTION / MIGHTY DRAGON BUILDERS INC.,23EB0031,P00727379LZ,,,,,,,,,,,,,
Region IV-B,Occidental Mindoro,Construction of Flood Mitigation Structure,2023,193736209.4,193730726.8,12/10/2023,4/13/2023,ST. MATTHEW GEN. CONTRACTOR & DEVELOPMENT CORP. / D.T. RECIO INCORPORATED,2.30E+19,P00726598LZ,,,,,,,,,,,,,
